SampID,Organism,Batch,Compound,Area,min.area.flag,blk.flag
220104_Smp_Cr_B,Cr,Haptophyte,L-Cysteic acid,519393,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,L-Cysteic acid,2518602,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,L-Cysteic acid,8806281,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,L-Cysteic acid,8630339,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,L-Cysteic acid,9325184,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Sucrose,1234139,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Sucrose,303098,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Sucrose,182576,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Sucrose,424079,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Sucrose,299314,NA,NA
220104_Smp_Cr_A,Cr,Haptophyte,Sucrose,115155,NA,NA
220104_Smp_Cr_B,Cr,Haptophyte,Sucrose,171593,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Sucrose,140630,NA,NA
220104_Smp_Cs_A,Cs,Haptophyte,Sucrose,1303041,NA,NA
220104_Smp_Cs_B,Cs,Haptophyte,Sucrose,204944,NA,NA
220104_Smp_Cs_C,Cs,Haptophyte,Sucrose,358540,NA,NA
220104_Smp_116-1_A,116,Haptophyte,Trehalose,558671,NA,NA
220104_Smp_116-1_B,116,Haptophyte,Trehalose,192624,NA,NA
220104_Smp_371_A,371,Haptophyte,Trehalose,4150163,NA,NA
220104_Smp_371_B,371,Haptophyte,Trehalose,5553557,NA,NA
220104_Smp_371_C,371,Haptophyte,Trehalose,4950584,NA,NA
220104_Smp_2090_A,2090,Haptophyte,Trehalose,5181760,NA,NA
220104_Smp_2090_B,2090,Haptophyte,Trehalose,278045,NA,NA
220104_Smp_2090_C,2090,Haptophyte,Trehalose,6675167,NA,NA
220104_Smp_Ca_A,Ca,Haptophyte,Trehalose,1127801,NA,NA
220104_Smp_Ca_B,Ca,Haptophyte,Trehalose,184675,NA,NA
220104_Smp_Ca_C,Ca,Haptophyte,Trehalose,299314,NA,NA
220104_Smp_Cr_C,Cr,Haptophyte,Trehalose,116236,NA,NA
220104_Smp_P3_A,P3,Haptophyte,Trehalose,253062,NA,NA
220104_Smp_P3_B,P3,Haptophyte,Trehalose,119634,NA,NA
220104_Smp_P3_C,P3,Haptophyte,Trehalose,100399,NA,NA
220104_Smp_P5-5_A,P5,Haptophyte,Trehalose,178673,NA,NA
220104_Smp_P5-5_B,P5,Haptophyte,Trehalose,140995,NA,NA
220104_Smp_P5-5_C,P5,Haptophyte,Trehalose,105889,NA,NA
